"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Millburn,1022263,36.38,6,38,3.31,11.00,6.06,0.1579,"
",Paradise,9052636,6.53,2,12,1.09,6.00,3.27,0.1667,"
",Godfrey,1016505,4.84,1,8,4.84,1.00,4.84,0.1250,"
",Chula Vista,1013677,48.04,9,83,8.01,6.00,5.34,0.1084,"
",Center,1026279,0.00,0,1,,0.00,,0.0000,"
",Rio Rancho,1022580,4.03,1,26,,0.00,4.03,0.0385,"
",Ahoskie,1020983,4.82,1,5,,0.00,4.82,0.2000,"
",Greenwood,1020364,0.00,0,2,,0.00,,0.0000,"
",Pleasant Garden,1021269,0.00,0,8,,0.00,,0.0000,"
",Rocky River,1023967,3.15,1,10,1.57,2.00,3.15,0.1000,"
",Hooksett,9052154,0.00,0,4,,0.00,,0.0000,"
",Chambersburg,1024729,28.42,6,46,3.55,8.00,4.74,0.1304,"
",Algoma,1027820,0.00,0,6,,0.00,,0.0000,"
",Escondido,1013771,20.56,4,68,2.94,7.00,5.14,0.0588,"
",Monticello,1013293,0.00,0,4,,0.00,,0.0000,"
",Bluffton,1023579,9.49,2,10,,0.00,4.75,0.2000,"
",Apopka,1014948,19.51,4,39,6.50,3.00,4.88,0.1026,"
",Jefferson,1024486,0.00,0,2,,0.00,,0.0000,"
",Wauseon,1024065,5.38,1,4,,0.00,5.38,0.2500,"
",Lenoir,1021186,3.80,1,14,,0.00,3.80,0.0714,"
",Plainfield,1016774,13.44,3,21,3.36,4.00,4.48,0.1429,"
",Portola Valley,1014161,0.00,0,8,,0.00,,0.0000,"
",Bodega Bay,1013602,0.00,0,0,,0.00,,,"
",Mountain Lakes,1022286,9.68,1,17,,0.00,9.68,0.0588,"
",Imperial,1024958,6.02,1,7,3.01,2.00,6.02,0.1429,"
",Sturgeon,1020632,0.00,0,1,,0.00,,0.0000,"
",Quakertown,1025218,33.09,6,22,2.21,15.00,5.51,0.2727,"
",Alamo,1013528,4.64,1,6,2.32,2.00,4.64,0.1667,"
",Haverford,9052113,0.00,0,5,0.00,4.00,,0.0000,"
",Greer,1025567,1.01,1,25,1.01,1.00,1.01,0.0400,"
",New London,1020509,0.00,0,2,,0.00,,0.0000,"
",Converse,1026314,0.00,0,6,,0.00,,0.0000,"
",Albertville,1019682,0.00,0,1,,0.00,,0.0000,"
",Banning,1013573,0.00,0,3,,0.00,,0.0000,"
",Pittsburg,1017606,5.10,2,7,0.73,7.00,2.55,0.2857,"
",Acton,1013524,0.00,0,3,,0.00,,0.0000,"
",Largo,9052293,0.00,0,0,0.00,2.00,,,"
",Salmon Creek,9052794,0.00,0,5,,0.00,,0.0000,"
",Greenwich,1022964,27.56,4,7,5.51,5.00,6.89,0.5714,"
",Mukwonago,1028099,3.56,1,12,3.56,1.00,3.56,0.0833,"
",Elbert,1014499,0.00,0,2,,0.00,,0.0000,"
",Coachella,1013687,0.00,0,12,,0.00,,0.0000,"
",Winchester,1026166,8.47,2,10,2.12,4.00,4.24,0.2000,"
",Williamsport,1024097,0.00,0,1,,0.00,,0.0000,"
",Clay City,1017040,0.00,0,1,,0.00,,0.0000,"
",Parsons,1028397,0.00,0,2,,0.00,,0.0000,"
",Baxley,1015263,0.00,0,4,,0.00,,0.0000,"
",Lyons,1023106,0.00,0,1,,0.00,,0.0000,"
",East Shoreham,9051883,0.00,0,1,,0.00,,0.0000,"
",South Padre Island,1026803,4.96,1,5,,0.00,4.96,0.2000,"
",Irvington,1022190,0.00,0,16,,0.00,,0.0000,"
",Ross,1023972,4.64,1,8,4.64,1.00,4.64,0.1250,"
",Tamiami,9052958,0.00,0,11,,0.00,,0.0000,"
",Cornwall,1022839,4.24,1,2,4.24,1.00,4.24,0.5000,"
",Waller,1026869,0.00,0,2,,0.00,,0.0000,"
",Seymour,1017301,8.41,2,6,2.80,3.00,4.21,0.3333,"
",Woodburn,1024605,0.00,0,2,,0.00,,0.0000,"
",Dale,1017058,0.00,0,1,,0.00,,0.0000,"
",Hillsboro,1023745,0.00,0,6,,0.00,,0.0000,"
",West Milford,1022468,0.00,0,10,,0.00,,0.0000,"
",Bloomer,1027865,4.72,1,5,2.36,2.00,4.72,0.2000,"
",Sapulpa,1024324,0.00,0,3,,0.00,,0.0000,"
",Islandia,1023034,0.00,0,1,,0.00,,0.0000,"
",Hawthorne,1022634,3.65,1,2,1.22,3.00,3.65,0.5000,"
",Manti,1026955,0.00,0,1,,0.00,,0.0000,"
",Afton,1028449,0.00,0,2,,0.00,,0.0000,"
",Okemah,1024289,0.00,0,3,,0.00,,0.0000,"
",Chilton,1027902,0.00,0,1,,0.00,,0.0000,"
",Dunstable,1018184,7.20,2,8,2.40,3.00,3.60,0.2500,"
",Stevenson,1027768,0.00,0,2,,0.00,,0.0000,"
",Poinciana,9052694,4.95,1,4,,0.00,4.95,0.2500,"
",McColl,1025614,0.00,0,1,,0.00,,0.0000,"
",Central Falls,1025441,4.73,1,5,,0.00,4.73,0.2000,"
",Lytle,1026583,0.00,0,2,,0.00,,0.0000,"
",Clarksdale,1020715,0.00,0,3,,0.00,,0.0000,"
",Lockhart,1026568,0.00,0,1,,0.00,,0.0000,"
",Postville,1015990,0.00,0,1,,0.00,,0.0000,"
",Tulare,1014348,0.00,0,3,,0.00,,0.0000,"
",Warrenton,1015551,0.00,0,1,,0.00,,0.0000,"
",Orchard City,9073461,0.00,0,1,,0.00,,0.0000,"
",Eagle Lake,1015013,0.00,0,1,,0.00,,0.0000,"
",Cripple Creek,1014479,0.00,0,4,,0.00,,0.0000,"
",Harlem,1020902,0.00,0,2,,0.00,,0.0000,"
